video_id,title,category,tags,watch_count,avg_watch_duration,like_rate,collect_rate,share_rate,cluster_id,cluster_name,x,y
1,动漫视频_1_国漫,动漫,国漫|二次元|日漫,2.0,33.0,0.0,0.0,0.0,6,动漫类视频群,1.3098044368030664,0.045212781825845066
2,美食视频_2_烧烤,美食,烧烤|甜品|探店,2.0,51.0,0.5,0.0,0.5,8,美食类视频群,0.8463568458484361,0.007123597321526527
3,运动视频_3_篮球,运动,篮球|足球|健身,3.0,91.66666666666667,0.3333333333333333,0.3333333333333333,0.0,7,运动类视频群,-0.3906438716281342,1.9483967077257422
4,运动视频_4_健身,运动,健身|跑步|篮球,1.0,31.0,1.0,0.0,0.0,7,运动类视频群,0.6626140296386946,-2.299251606680768
5,游戏视频_5_英雄联盟,游戏,英雄联盟|和平精英|游戏解说,5.0,74.6,0.0,0.0,0.0,0,游戏类视频群,0.10628584613971338,-1.3672046814033845
6,美食视频_6_家常菜,美食,家常菜|甜品|探店,5.0,109.6,0.2,0.0,0.2,8,美食类视频群,0.0808273008075258,-0.4458320814327776
7,科技视频_7_科技资讯,科技,科技资讯|机器人|手机,0.0,0.0,0.0,0.0,0.0,1,科技类视频群,3.60857599033163,0.012533923359414872
8,美食视频_8_家常菜,美食,家常菜|探店|火锅,0.0,0.0,0.0,0.0,0.0,8,美食类视频群,4.4642267074782245,0.048187174276374464
9,学习视频_9_数学,学习,数学|考研|学习方法,106.0,90.5377358490566,0.29245283018867924,0.16981132075471697,0.02830188679245283,4,学习类视频群,-2.93456613414785,-0.3930381869694052
10,运动视频_10_跑步,运动,跑步|足球|羽毛球,2.0,142.0,0.0,0.0,0.0,7,运动类视频群,-0.09873336494936605,-2.8512949057364785e-05
11,宠物视频_11_猫咪,宠物,猫咪|宠物日常|萌宠,1.0,56.0,1.0,0.0,0.0,2,宠物类视频群,0.03724337183241871,-1.8317993252436608
12,宠物视频_12_狗狗,宠物,狗狗|猫咪|宠物日常,3.0,96.33333333333333,0.0,0.6666666666666666,0.0,2,宠物类视频群,-0.6654489845770125,-0.5744826784370656
13,游戏视频_13_和平精英,游戏,和平精英|英雄联盟|游戏解说,24.0,98.0,0.20833333333333334,0.041666666666666664,0.08333333333333333,0,游戏类视频群,-1.6338998561118605,0.19706195767780196
14,动漫视频_14_混剪,动漫,混剪|二次元|国漫,1.0,175.0,1.0,0.0,0.0,6,动漫类视频群,-1.4113737877101624,-1.929532094893381
15,科技视频_15_科技资讯,科技,科技资讯|人工智能|手机,2.0,118.0,0.0,0.0,0.0,1,科技类视频群,-0.01924996085654547,2.270635493920436
16,运动视频_16_足球,运动,足球|篮球|羽毛球,0.0,0.0,0.0,0.0,0.0,7,运动类视频群,3.8297515332056684,-0.07640763158892301
17,生活视频_17_校园,生活,校园|vlog|日常生活,5.0,92.6,0.0,0.0,0.2,5,生活类视频群,-0.37864205838149667,-0.39676833973099596
18,音乐视频_18_说唱,音乐,说唱|吉他|流行音乐,3.0,119.33333333333333,0.3333333333333333,0.0,0.0,0,游戏类视频群,-0.7210942762816719,-0.7337772201909071
19,游戏视频_19_英雄联盟,游戏,英雄联盟|和平精英|游戏解说,1.0,100.0,0.0,1.0,0.0,0,游戏类视频群,-0.46876700421744094,-1.9197858537504209
20,动漫视频_20_混剪,动漫,混剪|二次元|日漫,3.0,66.66666666666667,0.3333333333333333,0.0,0.0,6,动漫类视频群,0.2571440102489755,0.684953491467193
21,生活视频_21_校园,生活,校园|旅行|穿搭,4.0,62.5,0.25,0.25,0.0,5,生活类视频群,-0.20443578288216155,-0.04354862472300545
22,宠物视频_22_狗狗,宠物,狗狗|治愈|猫咪,6.0,124.5,0.16666666666666666,0.16666666666666666,0.0,2,宠物类视频群,-1.1263899803891468,0.03816246332203496
